Q2,x,dA1n
0.5,0.014999999664723873,0.0015561880211954512
0.7,0.02500000037252903,0.0008318282576451644
0.8,0.02500000037252903,0.00046006548471456244
0.9,0.02500000037252903,0.00042102689577887075
1.0,0.03500000014901161,0.005108490421013505
1.1,0.03500000014901161,0.0003662878070751513
1.3,0.03500000014901161,0.0003491746112904174
1.3,0.04500000178813934,0.0004657885072454441
1.6,0.04500000178813934,0.0002396365042689773
1.6,0.054999999701976776,0.0005318975605425053
1.9,0.054999999701976776,0.0003032207209526473
2.2,0.054999999701976776,0.0005775010614809779
1.9,0.06499999761581421,0.0005503856028908101
2.2,0.06499999761581421,0.0003056515494900499
1.9,0.07500000298023224,0.005317269220273897
2.2,0.07500000298023224,0.00040412375907806304
2.7,0.07500000298023224,0.0004451836769175978
2.2,0.08500000089406967,0.000697667811298961
2.7,0.08500000089406967,0.0004258392294044917
3.2,0.08500000089406967,0.00067648031015677
2.2,0.0949999988079071,0.002192198931830273
2.7,0.0949999988079071,0.0005114202692364829
3.2,0.0949999988079071,0.0004848417723662794
3.8,0.0949999988079071,0.0015344535363295592
2.7,0.10499999672174454,0.0007494426740793545
3.2,0.10499999672174454,0.0005045771891384261
3.8,0.10499999672174454,0.0006957106447000543
2.7,0.11500000208616257,0.0013571780587516291
3.2,0.11500000208616257,0.0005787897609113391
3.8,0.11500000208616257,0.0005675411115968891
4.5,0.11500000208616257,0.001539430868178111
2.7,0.125,0.004264048878538028
3.2,0.125,0.0006908993286723477
3.8,0.125,0.0005847216819207302
4.5,0.125,0.0008465641363621813
3.2,0.13500000536441803,0.0008726690125303866
3.8,0.13500000536441803,0.0006245051845588718
4.5,0.13500000536441803,0.0006611311329416822
5.4,0.13500000536441803,0.009095737622135258
3.2,0.14499999582767487,0.0012699400945844067
3.8,0.14499999582767487,0.0006953393679281662
4.5,0.14499999582767487,0.0006491737753500248
5.4,0.14499999582767487,0.001321093609052233
3.2,0.1550000011920929,0.0020202222955171124
3.8,0.1550000011920929,0.000769965758574974
4.5,0.1550000011920929,0.0006557517640671358
5.4,0.1550000011920929,0.0009504323391545398
3.2,0.16500000655651093,0.004110651214801066
3.8,0.16500000655651093,0.000883611892334774
4.5,0.16500000655651093,0.000693673855571117
5.4,0.16500000655651093,0.0007978488094121193
6.5,0.16500000655651093,0.020999807240437318
3.8,0.17499999701976776,0.001057660368558038
4.5,0.17499999701976776,0.000755083808343067
5.4,0.17499999701976776,0.000768279123144838
6.5,0.17499999701976776,0.0018690185437727
3.8,0.1850000023841858,0.001257874572974441
4.5,0.1850000023841858,0.0008247343230419789
5.4,0.1850000023841858,0.0008028807131066618
6.5,0.1850000023841858,0.001184235231260349
3.8,0.19499999284744263,0.0015991097087046625
4.5,0.19499999284744263,0.0008912501506096957
5.4,0.19499999284744263,0.000802329585283271
6.5,0.19499999284744263,0.0011027413513561926
3.8,0.20499999821186066,0.002120353793511562
4.5,0.20499999821186066,0.0009623078499722731
5.4,0.20499999821186066,0.0008401384339262532
6.5,0.20499999821186066,0.0010106905779674734
7.7,0.20499999821186066,0.004298276384734027
3.8,0.2150000035762787,0.003040810306722588
4.5,0.2150000035762787,0.0010482517629950548
5.4,0.2150000035762787,0.0009085790838062224
6.5,0.2150000035762787,0.0010396365098239693
7.7,0.2150000035762787,0.0018267134084615816
3.8,0.22499999403953552,0.004700288319952672
4.5,0.22499999403953552,0.0011757226029666243
5.4,0.22499999403953552,0.0009736281281248274
6.5,0.22499999403953552,0.0011046316819763485
7.7,0.22499999403953552,0.0014147205410592282
3.8,0.23499999940395355,0.01010692229452814
4.5,0.23499999940395355,0.0012648114639647464
5.4,0.23499999940395355,0.0010358550482419142
6.5,0.23499999940395355,0.0010955827044740608
7.7,0.23499999940395355,0.0013223393320354532
4.5,0.24500000476837158,0.0014242957430502447
5.4,0.24500000476837158,0.0011000213943954697
6.5,0.24500000476837158,0.0010778735343370826
7.7,0.24500000476837158,0.0013178286125921132
9.2,0.24500000476837158,0.016926111189780633
4.5,0.2549999952316284,0.0015966298611951033
5.4,0.2549999952316284,0.0011796914128888016
6.5,0.2549999952316284,0.0011451820739971684
7.7,0.2549999952316284,0.0013244436466859641
9.2,0.2549999952316284,0.0034426592208104565
4.5,0.26499998569488525,0.001894006950616245
5.4,0.26499998569488525,0.0012486857342513082
6.5,0.26499998569488525,0.001215505715827191
7.7,0.26499998569488525,0.00136411737068797
9.2,0.26499998569488525,0.002256852497981183
4.5,0.2750000059604645,0.002215635987590002
5.4,0.2750000059604645,0.001344912597622724
6.5,0.2750000059604645,0.0012872655333909407
7.7,0.2750000059604645,0.0014452724843175028
9.2,0.2750000059604645,0.0018617146635226752
4.5,0.2849999964237213,0.002499118786857914
5.4,0.2849999964237213,0.0014320526265598976
6.5,0.2849999964237213,0.001376469107564305
7.7,0.2849999964237213,0.0015198241205239581
9.2,0.2849999964237213,0.0017059401966592045
4.5,0.29499998688697815,0.0031314161820839973
5.4,0.29499998688697815,0.001535167247460069
6.5,0.29499998688697815,0.0014746861959453184
7.7,0.29499998688697815,0.0015175833198270846
9.2,0.29499998688697815,0.0017018307199425221
11.0,0.29499998688697815,0.05944076382479165
4.5,0.3050000071525574,0.0040889831016251935
5.4,0.3050000071525574,0.0016162861150147605
6.5,0.3050000071525574,0.001537880960790523
7.7,0.3050000071525574,0.0015029965346063043
9.2,0.3050000071525574,0.0018336024069277328
11.0,0.3050000071525574,0.006329335453228644
4.5,0.3149999976158142,0.004586978753580322
5.4,0.3149999976158142,0.001757269991772636
6.5,0.3149999976158142,0.0016507487743738277
7.7,0.3149999976158142,0.0015460967099233318
9.2,0.3149999976158142,0.001973061350495563
11.0,0.3149999976158142,0.0036291975372048763
4.5,0.32499998807907104,0.0049166308946693715
5.4,0.32499998807907104,0.0018881868788376646
6.5,0.32499998807907104,0.0017483703595009665
7.7,0.32499998807907104,0.0016380089923123415
9.2,0.32499998807907104,0.002103039889172424
11.0,0.32499998807907104,0.002959923168567108
4.5,0.33500000834465027,0.0063438179441426875
5.4,0.33500000834465027,0.0020045168581489547
6.5,0.33500000834465027,0.0018599260681872374
7.7,0.33500000834465027,0.0017465162402736816
9.2,0.33500000834465027,0.002207698610016114
11.0,0.33500000834465027,0.0026281741976990044
4.5,0.3449999988079071,0.007016351977657769
5.4,0.3449999988079071,0.0021416296231523
6.5,0.3449999988079071,0.0019881924102853926
7.7,0.3449999988079071,0.0018375807059962746
9.2,0.3449999988079071,0.002316213344150358
11.0,0.3449999988079071,0.0024387096426267255
4.5,0.35499998927116394,0.008255599362991799
5.4,0.35499998927116394,0.002289434863308326
6.5,0.35499998927116394,0.002093606097809029
7.7,0.35499998927116394,0.0019373931479178448
9.2,0.35499998927116394,0.0024113477023103586
11.0,0.35499998927116394,0.0023651291849201236
4.5,0.36500000953674316,0.01333117343253776
5.4,0.36500000953674316,0.002530600083641186
6.5,0.36500000953674316,0.0022007395575615665
7.7,0.36500000953674316,0.0020804781897052742
9.2,0.36500000953674316,0.0024599579440884862
11.0,0.36500000953674316,0.0023825996613986086
13.1,0.36500000953674316,0.031368133209934285
4.5,0.375,0.026014934781607848
5.4,0.375,0.002684299554148577
6.5,0.375,0.0023558668337091554
7.7,0.375,0.002161862394582363
9.2,0.375,0.002443929121914955
11.0,0.375,0.0025508149707360005
13.1,0.375,0.009063908783927892
5.4,0.38499999046325684,0.0029292598394665315
6.5,0.38499999046325684,0.0025275795193109582
7.7,0.38499999046325684,0.0022859369285234423
9.2,0.38499999046325684,0.002470974854713659
11.0,0.38499999046325684,0.0028464648764744264
13.1,0.38499999046325684,0.005750821320376842
5.4,0.39500001072883606,0.0032558848581624653
6.5,0.39500001072883606,0.0027034447585948846
7.7,0.39500001072883606,0.0024436178092973964
9.2,0.39500001072883606,0.002504240831931602
11.0,0.39500001072883606,0.0031590381646356782
13.1,0.39500001072883606,0.004834625775783959
5.4,0.4050000011920929,0.0035997183319118387
6.5,0.4050000011920929,0.0027801936894761917
7.7,0.4050000011920929,0.002612011532691241
9.2,0.4050000011920929,0.0026122094802579526
11.0,0.4050000011920929,0.0033806379170033675
13.1,0.4050000011920929,0.004341043380720764
5.4,0.41499999165534973,0.003944123123608575
6.5,0.41499999165534973,0.002989676087046398
7.7,0.41499999165534973,0.002769932994703504
9.2,0.41499999165534973,0.0027504589792843215
11.0,0.41499999165534973,0.003533448104623755
13.1,0.41499999165534973,0.004078044465040351
5.4,0.42500001192092896,0.004131414161665276
6.5,0.42500001192092896,0.0030964700148193853
7.7,0.42500001192092896,0.002920969077009503
9.2,0.42500001192092896,0.0029169358575351695
11.0,0.42500001192092896,0.0037295151959232
13.1,0.42500001192092896,0.003930004461205772
5.4,0.4350000023841858,0.004601104738325222
6.5,0.4350000023841858,0.0033795436158141224
7.7,0.4350000023841858,0.003090755572132076
9.2,0.4350000023841858,0.003098104328866743
11.0,0.4350000023841858,0.0038974558153917036
13.1,0.4350000023841858,0.0038007887669338734
5.4,0.4449999928474426,0.005305390555939439
6.5,0.4449999928474426,0.003530264648096955
7.7,0.4449999928474426,0.0032790976679518266
9.2,0.4449999928474426,0.003268922115379965
11.0,0.4449999928474426,0.004094633518652173
13.1,0.4449999928474426,0.0037516035644090014
5.4,0.45500001311302185,0.005674885955933918
6.5,0.45500001311302185,0.0037653454699534774
7.7,0.45500001311302185,0.0034705945852498833
9.2,0.45500001311302185,0.003449869753390509
11.0,0.45500001311302185,0.004334671534695065
13.1,0.45500001311302185,0.003770133724980613
15.7,0.45500001311302185,0.08574508651766272
5.4,0.4650000035762787,0.0062280158093722116
6.5,0.4650000035762787,0.003972101223138123
7.7,0.4650000035762787,0.003711861905037479
9.2,0.4650000035762787,0.003638344766380291
11.0,0.4650000035762787,0.004401748142511656
13.1,0.4650000035762787,0.003925484218910465
15.7,0.4650000035762787,0.02145987381748356
5.4,0.4749999940395355,0.007235325998795476
6.5,0.4749999940395355,0.004110591481035138
7.7,0.4749999940395355,0.003903791343135258
9.2,0.4749999940395355,0.003815556633104045
11.0,0.4749999940395355,0.004524487687363795
13.1,0.4749999940395355,0.004216682942915069
15.7,0.4749999940395355,0.012692074022975145
5.4,0.48500001430511475,0.007967181099848349
6.5,0.48500001430511475,0.004539598370778997
7.7,0.48500001430511475,0.004092751796608467
9.2,0.48500001430511475,0.004046966636569237
11.0,0.48500001430511475,0.0045493347891444125
13.1,0.48500001430511475,0.004584205557228467
15.7,0.48500001430511475,0.009889822211237046
5.4,0.4950000047683716,0.008831550820744136
6.5,0.4950000047683716,0.004665291906319303
7.7,0.4950000047683716,0.004296531243749192
9.2,0.4950000047683716,0.0042790365138842225
11.0,0.4950000047683716,0.004663613657488533
13.1,0.4950000047683716,0.005020827250740894
15.7,0.4950000047683716,0.008782548685520981
5.4,0.5049999952316284,0.009242423588108966
6.5,0.5049999952316284,0.0048865360987314825
7.7,0.5049999952316284,0.004607135788424444
9.2,0.5049999952316284,0.004528630705300682
11.0,0.5049999952316284,0.004713752404835592
13.1,0.5049999952316284,0.005515509195262453
15.7,0.5049999952316284,0.008126722480303555
5.4,0.5149999856948853,0.012399809714401178
6.5,0.5149999856948853,0.0052791681564047
7.7,0.5149999856948853,0.004871597776758166
9.2,0.5149999856948853,0.004805283753439702
11.0,0.5149999856948853,0.004822893766544776
13.1,0.5149999856948853,0.006031293382399209
15.7,0.5149999856948853,0.007715789635181454
5.4,0.5249999761581421,0.011302580218196922
6.5,0.5249999761581421,0.005710101579783854
7.7,0.5249999761581421,0.005085126038313735
9.2,0.5249999761581421,0.005082801045402087
11.0,0.5249999761581421,0.005043449777221534
13.1,0.5249999761581421,0.00644746640271419
15.7,0.5249999761581421,0.007498168749044633
5.4,0.5350000262260437,0.013423381991038258
6.5,0.5350000262260437,0.006007389600150523
7.7,0.5350000262260437,0.005482714014327538
9.2,0.5350000262260437,0.005368521258610919
11.0,0.5350000262260437,0.005249221861394283
13.1,0.5350000262260437,0.006937243094641114
15.7,0.5350000262260437,0.007344497237896156
5.4,0.5450000166893005,0.013654694238088568
6.5,0.5450000166893005,0.006426156313368599
7.7,0.5450000166893005,0.005685332695645873
9.2,0.5450000166893005,0.005736157243357381
11.0,0.5450000166893005,0.005522863512127552
13.1,0.5450000166893005,0.007437729807354693
15.7,0.5450000166893005,0.007274731340501146
5.4,0.5550000071525574,0.013980222656121477
6.5,0.5550000071525574,0.006693760513431045
7.7,0.5550000071525574,0.0060727699845754225
9.2,0.5550000071525574,0.006054787583851408
11.0,0.5550000071525574,0.005822190201427015
13.1,0.5550000071525574,0.0077553754752047125
15.7,0.5550000071525574,0.007315376986335327
18.7,0.5550000071525574,1.1151757202966168
5.4,0.5649999976158142,0.01611047392847775
6.5,0.5649999976158142,0.007179603128536641
7.7,0.5649999976158142,0.006470299837862969
9.2,0.5649999976158142,0.006413075102016314
11.0,0.5649999976158142,0.006148878578187369
13.1,0.5649999976158142,0.00818904450014445
15.7,0.5649999976158142,0.007393407670590246
18.7,0.5649999976158142,0.07703265206151619
5.4,0.574999988079071,0.019186644291955414
6.5,0.574999988079071,0.007772045767973742
7.7,0.574999988079071,0.006780015607681858
9.2,0.574999988079071,0.006850185799031207
11.0,0.574999988079071,0.00651170691214889
13.1,0.574999988079071,0.008554430464738114
15.7,0.574999988079071,0.00762177927580767
18.7,0.574999988079071,0.03543911473529695
5.4,0.5849999785423279,0.02427243424246253
6.5,0.5849999785423279,0.008031894889956148
7.7,0.5849999785423279,0.00718064905992861
9.2,0.5849999785423279,0.007155941408033523
11.0,0.5849999785423279,0.006878194279076892
13.1,0.5849999785423279,0.009101996546225304
15.7,0.5849999785423279,0.007888496991484608
18.7,0.5849999785423279,0.0242101010152522
5.4,0.5950000286102295,0.024811203846158782
6.5,0.5950000286102295,0.008698677188640858
7.7,0.5950000286102295,0.0075695843802775515
9.2,0.5950000286102295,0.007546130367610201
11.0,0.5950000286102295,0.007226172391562889
13.1,0.5950000286102295,0.0094706694484308
15.7,0.5950000286102295,0.008301681955092238
18.7,0.5950000286102295,0.02011516956494785
5.4,0.6050000190734863,0.02787728234325725
6.5,0.6050000190734863,0.0094641253828715
7.7,0.6050000190734863,0.007955247292041124
9.2,0.6050000190734863,0.008093733435575342
11.0,0.6050000190734863,0.007704805495177141
13.1,0.6050000190734863,0.009907720355497938
15.7,0.6050000190734863,0.008796299259752713
18.7,0.6050000190734863,0.01792809655043749
5.4,0.6150000095367432,0.027623556375165587
6.5,0.6150000095367432,0.010281412511494939
7.7,0.6150000095367432,0.008642025817740852
9.2,0.6150000095367432,0.00840427701090106
11.0,0.6150000095367432,0.008132254666379356
13.1,0.6150000095367432,0.010316027001198642
15.7,0.6150000095367432,0.009392313907193863
18.7,0.6150000095367432,0.016662509596374362
5.4,0.625,0.026238547164118577
6.5,0.625,0.010528180304430902
7.7,0.625,0.00886363600124551
9.2,0.625,0.008980544673857872
11.0,0.625,0.008514126870710764
13.1,0.625,0.010712688706838107
15.7,0.625,0.01001305311375118
18.7,0.625,0.016031572613610767
5.4,0.6349999904632568,0.05483778672021853
6.5,0.6349999904632568,0.012364694830064048
7.7,0.6349999904632568,0.009398734698760776
9.2,0.6349999904632568,0.00949048271655638
11.0,0.6349999904632568,0.009091707465591015
13.1,0.6349999904632568,0.011061065525855528
15.7,0.6349999904632568,0.010801927335510468
18.7,0.6349999904632568,0.01574330976319417
5.4,0.6449999809265137,0.04003291259833598
6.5,0.6449999809265137,0.01227660838402262
7.7,0.6449999809265137,0.01029305604940492
9.2,0.6449999809265137,0.010048504030770936
11.0,0.6449999809265137,0.009541894966763402
13.1,0.6449999809265137,0.011432209491364604
15.7,0.6449999809265137,0.011662303963486323
18.7,0.6449999809265137,0.015575870825122342
6.5,0.6549999713897705,0.012642060465616795
7.7,0.6549999713897705,0.01052328672078251
9.2,0.6549999713897705,0.010757907091049913
11.0,0.6549999713897705,0.010187168040736947
13.1,0.6549999713897705,0.011824991798492281
15.7,0.6549999713897705,0.012635077703650457
18.7,0.6549999713897705,0.015557658483065019
5.4,0.6650000214576721,0.041571331137565316
6.5,0.6650000214576721,0.014570464070269996
7.7,0.6650000214576721,0.01137858880064655
9.2,0.6650000214576721,0.011455149885311895
11.0,0.6650000214576721,0.010859195972442637
13.1,0.6650000214576721,0.01221202230757475
15.7,0.6650000214576721,0.013804353896630017
18.7,0.6650000214576721,0.015626818613390638
6.5,0.675000011920929,0.015526548534261553
7.7,0.675000011920929,0.012021868850503529
9.2,0.675000011920929,0.011886416580404563
11.0,0.675000011920929,0.011496210510824239
13.1,0.675000011920929,0.01260441093120098
15.7,0.675000011920929,0.01513792017016888
18.7,0.675000011920929,0.015721975740001694
6.5,0.6850000023841858,0.0160144408643453
7.7,0.6850000023841858,0.012682483731710055
9.2,0.6850000023841858,0.012474566913072898
11.0,0.6850000023841858,0.01233721295859707
13.1,0.6850000023841858,0.012985966396140653
15.7,0.6850000023841858,0.016654416036898708
18.7,0.6850000023841858,0.01603536828083673
6.5,0.6949999928474426,0.022344877720492786
7.7,0.6949999928474426,0.01404423192972312
9.2,0.6949999928474426,0.01401596016088974
11.0,0.6949999928474426,0.013101860440475174
13.1,0.6949999928474426,0.013577499491902885
15.7,0.6949999928474426,0.018522056179401697
18.7,0.6949999928474426,0.016431807761788028
6.5,0.7049999833106995,0.03988310593499183
7.7,0.7049999833106995,0.014828317252534706
9.2,0.7049999833106995,0.014511478650267605
11.0,0.7049999833106995,0.013804987781181844
13.1,0.7049999833106995,0.014270166276049209
15.7,0.7049999833106995,0.020230986951221514
18.7,0.7049999833106995,0.0168717161646155
22.3,0.7049999833106995,0.5352181590159962
7.7,0.7149999737739563,0.015663372663795992
9.2,0.7149999737739563,0.01606543714702018
11.0,0.7149999737739563,0.014752339237920794
13.1,0.7149999737739563,0.014903737498048023
15.7,0.7149999737739563,0.022223100933371442
18.7,0.7149999737739563,0.01753870932302561
22.3,0.7149999737739563,0.16302995844568102
7.7,0.7250000238418579,0.02055775038522198
9.2,0.7250000238418579,0.0163108745549894
11.0,0.7250000238418579,0.015760667894882823
13.1,0.7250000238418579,0.015606297573744566
15.7,0.7250000238418579,0.024455882041698792
18.7,0.7250000238418579,0.018424395303806147
22.3,0.7250000238418579,0.09456254590759255
7.7,0.7350000143051147,0.031062625254734758
9.2,0.7350000143051147,0.017511542704435525
11.0,0.7350000143051147,0.01697485848229974
13.1,0.7350000143051147,0.01663155886224844
15.7,0.7350000143051147,0.02650393609595722
18.7,0.7350000143051147,0.01952033003297722
22.3,0.7350000143051147,0.07139610965836043
7.7,0.7450000047683716,0.07296450498254156
9.2,0.7450000047683716,0.019034222970652652
11.0,0.7450000047683716,0.018125438209451894
13.1,0.7450000047683716,0.017627938746808285
15.7,0.7450000047683716,0.028417035662822224
18.7,0.7450000047683716,0.02073305779037061
22.3,0.7450000047683716,0.06241517545238929
9.2,0.7549999952316284,0.022574822362697845
11.0,0.7549999952316284,0.01883716328009673
13.1,0.7549999952316284,0.01882372829686555
15.7,0.7549999952316284,0.030905274614725774
18.7,0.7549999952316284,0.022264615346506193
22.3,0.7549999952316284,0.056748839763971735
9.2,0.7649999856948853,0.03114381970731482
11.0,0.7649999856948853,0.02074414466176204
13.1,0.7649999856948853,0.02011454447738767
15.7,0.7649999856948853,0.0332772353975352
18.7,0.7649999856948853,0.023690322087301267
22.3,0.7649999856948853,0.05342355283435117
9.2,0.7749999761581421,0.0657970572137764
11.0,0.7749999761581421,0.021688700900163106
13.1,0.7749999761581421,0.021516401978190675
15.7,0.7749999761581421,0.036392958763108614
18.7,0.7749999761581421,0.025413839842820148
22.3,0.7749999761581421,0.052216371396305826
11.0,0.7850000262260437,0.026252169933486478
13.1,0.7850000262260437,0.023088974742053948
15.7,0.7850000262260437,0.039308942731435585
18.7,0.7850000262260437,0.027432568772504072
22.3,0.7850000262260437,0.05200758810349607
11.0,0.7950000166893005,0.036616626691235166
